ord_id,ord_number,cust_id,prd_key,qty,unit_price,order_date,ship_date,due_date,channel,status
2436,ORD00002436,453,PRD-0018,2,1572,2021-02-25 08:32:43,2021-02-26 08:32:43,2021-03-04 08:32:43,Web,Delivered
2437,ORD00002437,673,PRD-0016,1,400,2020-10-26 19:21:19,2020-10-29 19:21:19,2020-11-08 19:21:19,Phone,Pending
2438,ORD00002438,234,PRD-0002,2,1444,2025-05-09 15:37:28,2025-05-10 15:37:28,2025-05-23 15:37:28,Phone,Pending
2439,ORD00002439,187,PRD-0016,4,1295,2023-05-27 00:22:02,2023-05-29 00:22:02,2023-06-02 00:22:02,Store,Returned
2440,ORD00002440,623,PRD-0012,3,1898,2020-07-11 09:40:45,2020-07-14 09:40:45,2020-07-19 09:40:45,Store,Delivered
2441,ORD00002441,17,PRD-0002,4,1370,2022-05-31 01:26:30,2022-06-04 01:26:30,2022-06-10 01:26:30,Web,Returned
2442,ORD00002442,500,PRD-0030,2,1869,2022-01-22 16:11:22,2022-01-24 16:11:22,2022-02-03 16:11:22,Phone,Cancelled
2443,ORD00002443,349,PRD-0020,4,1961,2022-01-27 05:05:27,2022-01-31 05:05:27,2022-02-05 05:05:27,Store,Delivered
2444,ORD00002444,297,PRD-0003,2,826,2022-07-12 14:25:27,2022-07-16 14:25:27,2022-07-20 14:25:27,Store,Pending
2445,ORD00002445,602,PRD-0023,2,1764,2022-03-20 04:59:11,2022-03-23 04:59:11,2022-04-03 04:59:11,Web,Returned
2446,ORD00002446,132,PRD-0015,2,1032,2020-07-01 01:22:48,2020-07-05 01:22:48,2020-07-18 01:22:48,Web,Cancelled
2447,ORD00002447,393,PRD-0015,1,633,2024-12-03 21:44:16,2024-12-05 21:44:16,2024-12-14 21:44:16,Store,Delivered
2448,ORD00002448,264,PRD-0020,1,1478,2023-05-15 14:55:51,2023-05-17 14:55:51,2023-05-23 14:55:51,Phone,Cancelled
2449,ORD00002449,102,PRD-0014,3,1425,2020-08-11 19:44:46,2020-08-15 19:44:46,2020-08-22 19:44:46,Store,Returned
2450,ORD00002450,313,PRD-0014,3,1225,2022-03-23 17:02:10,2022-03-27 17:02:10,2022-04-04 17:02:10,Web,Pending
2451,ORD00002451,367,PRD-0030,4,522,2022-10-21 08:39:09,2022-10-25 08:39:09,2022-10-29 08:39:09,Store,Delivered
2452,ORD00002452,325,PRD-0010,1,493,2020-05-06 02:41:25,2020-05-09 02:41:25,2020-05-18 02:41:25,Web,Pending
2453,ORD00002453,237,PRD-0009,3,1740,2023-08-23 00:49:03,2023-08-26 00:49:03,2023-08-30 00:49:03,Web,Delivered
2454,ORD00002454,472,PRD-0030,1,1569,2020-04-01 20:46:39,2020-04-04 20:46:39,2020-04-14 20:46:39,Web,Delivered
2455,ORD00002455,378,PRD-0009,1,1972,2021-05-28 06:55:14,2021-05-30 06:55:14,2021-06-05 06:55:14,Web,Delivered
2456,ORD00002456,444,PRD-0023,3,1512,2025-07-10 09:44:28,2025-07-12 09:44:28,2025-07-22 09:44:28,Web,Delivered
2457,ORD00002457,163,PRD-0002,1,792,2021-01-11 08:07:43,2021-01-13 08:07:43,2021-01-16 08:07:43,Store,Pending
2458,ORD00002458,48,PRD-0009,3,1448,2021-08-04 03:44:35,2021-08-06 03:44:35,2021-08-17 03:44:35,Store,Delivered
2459,ORD00002459,611,PRD-0022,2,731,2024-11-08 20:28:26,2024-11-09 20:28:26,2024-11-18 20:28:26,Web,Cancelled
2460,ORD00002460,246,PRD-0001,3,1689,2024-11-09 13:56:16,2024-11-12 13:56:16,2024-11-19 13:56:16,Web,Cancelled
2461,ORD00002461,241,PRD-0019,1,362,2024-10-12 00:55:49,2024-10-13 00:55:49,2024-10-24 00:55:49,Phone,Cancelled
2462,ORD00002462,375,PRD-0025,4,1813,2024-09-16 19:51:08,2024-09-20 19:51:08,2024-10-02 19:51:08,Phone,Returned
2463,ORD00002463,45,PRD-0008,1,1054,2024-01-12 00:31:07,2024-01-15 00:31:07,2024-01-23 00:31:07,Store,Returned
2464,ORD00002464,160,PRD-0030,3,1002,2023-11-12 08:05:51,2023-11-14 08:05:51,2023-11-23 08:05:51,Store,Pending
2465,ORD00002465,423,PRD-0024,3,467,2025-05-08 14:44:54,2025-05-09 14:44:54,2025-05-20 14:44:54,Phone,Cancelled
2466,ORD00002466,322,PRD-0003,1,490,2025-03-07 20:38:45,2025-03-08 20:38:45,2025-03-15 20:38:45,Web,Pending
2467,ORD00002467,322,PRD-0018,4,933,2025-09-01 05:48:40,2025-09-03 05:48:40,2025-09-15 05:48:40,Store,Pending
2468,ORD00002468,737,PRD-0025,4,457,2023-10-12 02:08:03,2023-10-16 02:08:03,2023-10-22 02:08:03,Web,Cancelled
2469,ORD00002469,43,PRD-0017,3,886,2023-07-17 20:14:07,2023-07-19 20:14:07,2023-08-01 20:14:07,Phone,Delivered
2470,ORD00002470,191,PRD-0016,3,669,2024-03-18 04:18:26,2024-03-19 04:18:26,2024-03-26 04:18:26,Web,Delivered
2471,ORD00002471,271,PRD-0004,4,789,2024-09-27 18:53:21,2024-09-30 18:53:21,2024-10-08 18:53:21,Phone,Returned
2472,ORD00002472,367,PRD-0012,3,1219,2021-08-05 08:04:57,2021-08-09 08:04:57,2021-08-12 08:04:57,Phone,Delivered
2473,ORD00002473,1,PRD-0010,2,703,2021-09-05 17:48:06,2021-09-09 17:48:06,2021-09-13 17:48:06,Store,Cancelled
2474,ORD00002474,148,PRD-0013,1,1868,2021-05-28 00:56:29,2021-05-31 00:56:29,2021-06-11 00:56:29,Web,Cancelled
2475,ORD00002475,394,PRD-0026,4,542,2022-11-12 13:57:49,2022-11-16 13:57:49,2022-11-24 13:57:49,Web,Delivered
2476,ORD00002476,173,PRD-0004,3,1371,2024-01-01 13:13:07,2024-01-04 13:13:07,2024-01-15 13:13:07,Store,Returned
2477,ORD00002477,536,PRD-0026,1,1967,2022-02-10 20:28:56,2022-02-11 20:28:56,2022-02-23 20:28:56,Phone,Pending
2478,ORD00002478,677,PRD-0004,1,1430,2023-02-09 05:15:31,2023-02-10 05:15:31,2023-02-17 05:15:31,Phone,Returned
2479,ORD00002479,202,PRD-0022,3,1810,2024-12-27 07:08:29,2024-12-28 07:08:29,2025-01-06 07:08:29,Phone,Cancelled
2480,ORD00002480,193,PRD-0020,2,1615,2022-04-21 15:28:49,2022-04-25 15:28:49,2022-05-06 15:28:49,Store,Returned
2481,ORD00002481,387,PRD-0011,4,1132,2024-04-01 15:11:16,2024-04-04 15:11:16,2024-04-07 15:11:16,Store,Pending
2482,ORD00002482,265,PRD-0023,2,661,2024-04-26 05:57:13,2024-04-29 05:57:13,2024-05-05 05:57:13,Web,Returned
2483,ORD00002483,486,PRD-0013,4,573,2024-05-15 12:42:58,2024-05-19 12:42:58,2024-06-01 12:42:58,Phone,Returned
2484,ORD00002484,459,PRD-0023,3,1232,2022-06-10 04:23:11,2022-06-13 04:23:11,2022-06-24 04:23:11,Web,Pending
2485,ORD00002485,155,PRD-0024,3,1748,2025-08-13 02:29:39,2025-08-16 02:29:39,2025-08-28 02:29:39,Phone,Cancelled
2486,ORD00002486,138,PRD-0002,3,861,2024-12-19 11:48:47,2024-12-20 11:48:47,2024-12-23 11:48:47,Store,Cancelled
2487,ORD00002487,542,PRD-0022,3,1858,2025-05-25 23:09:32,2025-05-29 23:09:32,2025-06-04 23:09:32,Phone,Delivered
2488,ORD00002488,525,PRD-0030,3,1029,2025-11-20 09:43:47,2025-11-22 09:43:47,2025-12-05 09:43:47,Phone,Delivered
2489,ORD00002489,157,PRD-0014,1,504,2024-10-12 22:31:54,2024-10-16 22:31:54,2024-10-24 22:31:54,Phone,Returned
2490,ORD00002490,454,PRD-0004,3,1629,2023-08-20 02:57:46,2023-08-21 02:57:46,2023-08-25 02:57:46,Web,Delivered
2491,ORD00002491,112,PRD-0014,3,1062,2024-02-16 05:48:59,2024-02-19 05:48:59,2024-02-25 05:48:59,Phone,Cancelled
2492,ORD00002492,184,PRD-0024,4,1473,2021-04-06 16:58:18,2021-04-10 16:58:18,2021-04-18 16:58:18,Web,Pending
2493,ORD00002493,607,PRD-0012,2,1396,2021-04-04 22:11:49,2021-04-08 22:11:49,2021-04-21 22:11:49,Phone,Delivered
2494,ORD00002494,246,PRD-0004,1,1222,2024-07-05 22:15:11,2024-07-08 22:15:11,2024-07-21 22:15:11,Web,Cancelled
2495,ORD00002495,206,PRD-0020,3,730,2023-04-17 19:05:34,2023-04-19 19:05:34,2023-04-26 19:05:34,Web,Delivered
2496,ORD00002496,34,PRD-0001,3,601,2021-09-15 01:22:39,2021-09-19 01:22:39,2021-09-22 01:22:39,Phone,Returned
2497,ORD00002497,383,PRD-0010,3,1535,2023-03-02 12:50:59,2023-03-03 12:50:59,2023-03-11 12:50:59,Web,Returned
2498,ORD00002498,351,PRD-0001,4,1271,2022-10-20 11:58:56,2022-10-22 11:58:56,2022-11-03 11:58:56,Phone,Pending
2499,ORD00002499,413,PRD-0030,4,1149,2022-08-13 20:47:05,2022-08-17 20:47:05,2022-08-23 20:47:05,Web,Returned
2500,ORD00002500,372,PRD-0025,4,1219,2022-11-06 09:41:59,2022-11-07 09:41:59,2022-11-16 09:41:59,Web,Cancelled
2501,ORD00002501,599,PRD-0023,2,1776,2022-11-04 12:54:45,2022-11-06 12:54:45,2022-11-14 12:54:45,Store,Pending
2502,ORD00002502,716,PRD-0022,1,1150,2025-02-05 23:16:22,2025-02-06 23:16:22,2025-02-18 23:16:22,Phone,Delivered
2503,ORD00002503,310,PRD-0021,2,1715,2022-06-16 16:03:39,2022-06-20 16:03:39,2022-06-27 16:03:39,Store,Cancelled
2504,ORD00002504,34,PRD-0008,1,1434,2020-06-30 03:40:46,2020-07-03 03:40:46,2020-07-13 03:40:46,Store,Pending
2505,ORD00002505,551,PRD-0022,2,1693,2024-11-29 10:56:46,2024-11-30 10:56:46,2024-12-10 10:56:46,Phone,Cancelled
2506,ORD00002506,491,PRD-0007,2,1647,2025-07-16 09:05:13,2025-07-18 09:05:13,2025-07-26 09:05:13,Store,Returned
2507,ORD00002507,170,PRD-0020,1,1978,2023-11-15 16:33:59,2023-11-18 16:33:59,2023-11-27 16:33:59,Web,Returned
2508,ORD00002508,680,PRD-0024,1,991,2023-11-29 13:55:03,2023-12-01 13:55:03,2023-12-14 13:55:03,Phone,Returned
2509,ORD00002509,108,PRD-0003,1,677,2025-05-14 06:15:38,2025-05-15 06:15:38,2025-05-27 06:15:38,Phone,Delivered
2510,ORD00002510,146,PRD-0003,3,560,2023-01-21 20:23:34,2023-01-24 20:23:34,2023-02-02 20:23:34,Web,Returned
2511,ORD00002511,700,PRD-0026,2,480,2020-09-05 06:20:58,2020-09-09 06:20:58,2020-09-13 06:20:58,Phone,Returned
2512,ORD00002512,89,PRD-0030,1,797,2020-03-05 20:48:05,2020-03-06 20:48:05,2020-03-09 20:48:05,Web,Returned
2513,ORD00002513,528,PRD-0011,2,1077,2025-01-05 07:09:19,2025-01-08 07:09:19,2025-01-12 07:09:19,Web,Delivered
2514,ORD00002514,77,PRD-0029,1,372,2024-05-17 03:32:37,2024-05-18 03:32:37,2024-05-30 03:32:37,Phone,Returned
2515,ORD00002515,469,PRD-0011,3,1370,2023-12-14 22:50:41,2023-12-15 22:50:41,2023-12-19 22:50:41,Web,Delivered
2516,ORD00002516,380,PRD-0027,1,1000,2021-10-06 13:06:58,2021-10-07 13:06:58,2021-10-19 13:06:58,Phone,Pending
2517,ORD00002517,434,PRD-0014,3,925,2023-09-14 11:33:01,2023-09-16 11:33:01,2023-09-23 11:33:01,Phone,Returned
2518,ORD00002518,330,PRD-0023,4,366,2020-07-04 00:54:34,2020-07-07 00:54:34,2020-07-19 00:54:34,Web,Returned
2519,ORD00002519,224,PRD-0010,2,351,2020-05-29 02:36:47,2020-06-01 02:36:47,2020-06-14 02:36:47,Web,Returned
2520,ORD00002520,392,PRD-0022,3,417,2022-10-20 10:22:48,2022-10-24 10:22:48,2022-11-05 10:22:48,Web,Cancelled
2521,ORD00002521,676,PRD-0003,3,361,2023-10-04 20:40:03,2023-10-05 20:40:03,2023-10-17 20:40:03,Phone,Delivered
2522,ORD00002522,207,PRD-0002,1,1933,2020-10-27 23:56:51,2020-10-30 23:56:51,2020-11-03 23:56:51,Phone,Returned
2523,ORD00002523,418,PRD-0006,2,1593,2020-03-28 22:57:32,2020-03-29 22:57:32,2020-04-04 22:57:32,Web,Cancelled
2524,ORD00002524,366,PRD-0028,1,1851,2023-06-04 12:17:23,2023-06-05 12:17:23,2023-06-09 12:17:23,Web,Cancelled
2525,ORD00002525,551,PRD-0028,4,1222,2021-03-12 17:46:03,2021-03-14 17:46:03,2021-03-26 17:46:03,Phone,Pending
2526,ORD00002526,145,PRD-0019,1,1935,2021-09-14 08:41:23,2021-09-15 08:41:23,2021-09-27 08:41:23,Store,Cancelled
2527,ORD00002527,686,PRD-0020,4,339,2024-08-08 18:51:35,2024-08-09 18:51:35,2024-08-21 18:51:35,Web,Delivered
2528,ORD00002528,17,PRD-0029,3,1188,2021-02-27 17:04:56,2021-03-03 17:04:56,2021-03-09 17:04:56,Phone,Delivered
2529,ORD00002529,199,PRD-0030,4,655,2021-08-27 11:13:29,2021-08-29 11:13:29,2021-09-08 11:13:29,Phone,Delivered
2530,ORD00002530,557,PRD-0013,3,1592,2022-01-02 16:56:08,2022-01-04 16:56:08,2022-01-07 16:56:08,Web,Cancelled
2531,ORD00002531,400,PRD-0009,2,448,2025-10-12 21:34:48,2025-10-16 21:34:48,2025-10-27 21:34:48,Phone,Returned
2532,ORD00002532,708,PRD-0007,3,1503,2022-03-24 04:07:47,2022-03-25 04:07:47,2022-03-31 04:07:47,Store,Returned
2533,ORD00002533,549,PRD-0025,2,742,2021-02-13 21:10:35,2021-02-17 21:10:35,2021-02-21 21:10:35,Store,Pending
2534,ORD00002534,749,PRD-0008,2,1094,2024-08-01 17:38:01,2024-08-04 17:38:01,2024-08-07 17:38:01,Store,Pending
2535,ORD00002535,529,PRD-0026,4,432,2023-11-23 16:29:34,2023-11-24 16:29:34,2023-12-02 16:29:34,Store,Pending
2536,ORD00002536,390,PRD-0001,1,1346,2025-09-08 10:55:39,2025-09-12 10:55:39,2025-09-16 10:55:39,Phone,Cancelled
2537,ORD00002537,156,PRD-0008,3,693,2022-06-09 01:24:11,2022-06-11 01:24:11,2022-06-23 01:24:11,Store,Cancelled
2538,ORD00002538,315,PRD-0021,3,1015,2025-04-24 00:36:43,2025-04-25 00:36:43,2025-05-08 00:36:43,Web,Cancelled
2539,ORD00002539,121,PRD-0030,3,1970,2024-01-30 06:20:50,2024-02-02 06:20:50,2024-02-10 06:20:50,Phone,Returned
2540,ORD00002540,469,PRD-0007,2,1584,2021-02-05 18:38:05,2021-02-07 18:38:05,2021-02-10 18:38:05,Web,Returned
2541,ORD00002541,724,PRD-0028,3,1012,2021-06-04 22:22:07,2021-06-06 22:22:07,2021-06-09 22:22:07,Store,Cancelled
2542,ORD00002542,591,PRD-0016,4,506,2021-07-31 18:43:12,2021-08-01 18:43:12,2021-08-13 18:43:12,Phone,Delivered
2543,ORD00002543,290,PRD-0004,1,1680,2021-05-28 22:10:28,2021-05-31 22:10:28,2021-06-04 22:10:28,Store,Returned
2544,ORD00002544,350,PRD-0027,2,662,2025-11-08 13:00:13,2025-11-09 13:00:13,2025-11-17 13:00:13,Store,Cancelled
2545,ORD00002545,260,PRD-0015,2,1762,2023-06-29 11:00:09,2023-07-02 11:00:09,2023-07-13 11:00:09,Store,Delivered
2546,ORD00002546,470,PRD-0021,3,1569,2020-11-23 06:57:44,2020-11-26 06:57:44,2020-11-29 06:57:44,Web,Pending
2547,ORD00002547,345,PRD-0017,4,1863,2021-12-03 06:44:50,2021-12-04 06:44:50,2021-12-07 06:44:50,Phone,Cancelled
2548,ORD00002548,236,PRD-0017,4,1946,2022-04-17 05:50:59,2022-04-19 05:50:59,2022-04-29 05:50:59,Phone,Returned
2549,ORD00002549,254,PRD-0026,1,1594,2020-06-13 11:01:26,2020-06-16 11:01:26,2020-06-19 11:01:26,Phone,Pending
2550,ORD00002550,75,PRD-0005,3,1204,2022-03-31 16:04:05,2022-04-03 16:04:05,2022-04-07 16:04:05,Store,Pending
2551,ORD00002551,428,PRD-0030,2,1205,2021-11-09 23:16:19,2021-11-10 23:16:19,2021-11-20 23:16:19,Store,Returned
2552,ORD00002552,605,PRD-0009,3,935,2022-02-25 06:05:46,2022-02-28 06:05:46,2022-03-12 06:05:46,Phone,Delivered
2553,ORD00002553,393,PRD-0027,1,1732,2023-05-15 17:14:48,2023-05-16 17:14:48,2023-05-21 17:14:48,Phone,Cancelled
2554,ORD00002554,228,PRD-0006,1,1554,2025-01-29 09:47:42,2025-02-01 09:47:42,2025-02-12 09:47:42,Phone,Delivered
2555,ORD00002555,724,PRD-0027,2,1220,2025-09-15 18:53:00,2025-09-17 18:53:00,2025-09-22 18:53:00,Phone,Delivered
2556,ORD00002556,335,PRD-0028,2,1067,2025-07-23 10:49:59,2025-07-26 10:49:59,2025-07-29 10:49:59,Store,Pending
2557,ORD00002557,140,PRD-0023,2,324,2021-10-04 06:08:01,2021-10-06 06:08:01,2021-10-17 06:08:01,Store,Pending
2558,ORD00002558,344,PRD-0003,2,546,2022-10-18 18:20:54,2022-10-22 18:20:54,2022-10-27 18:20:54,Web,Cancelled
2559,ORD00002559,747,PRD-0018,3,432,2022-07-11 00:02:37,2022-07-15 00:02:37,2022-07-22 00:02:37,Phone,Pending
2560,ORD00002560,181,PRD-0001,2,1911,2023-06-02 15:05:44,2023-06-03 15:05:44,2023-06-12 15:05:44,Phone,Delivered
2561,ORD00002561,561,PRD-0008,1,1466,2021-05-16 21:47:48,2021-05-17 21:47:48,2021-05-25 21:47:48,Web,Pending
2562,ORD00002562,275,PRD-0012,3,1319,2020-06-08 14:42:52,2020-06-11 14:42:52,2020-06-17 14:42:52,Phone,Pending
2563,ORD00002563,527,PRD-0020,3,1404,2022-02-01 02:44:39,2022-02-03 02:44:39,2022-02-08 02:44:39,Web,Returned
2564,ORD00002564,656,PRD-0030,4,719,2024-07-04 23:06:37,2024-07-06 23:06:37,2024-07-18 23:06:37,Phone,Pending
2565,ORD00002565,633,PRD-0015,4,867,2020-03-29 04:39:24,2020-04-02 04:39:24,2020-04-13 04:39:24,Web,Cancelled
2566,ORD00002566,313,PRD-0017,4,753,2023-12-14 22:23:06,2023-12-15 22:23:06,2023-12-24 22:23:06,Store,Cancelled
2567,ORD00002567,104,PRD-0030,4,734,2023-03-23 15:09:48,2023-03-25 15:09:48,2023-03-31 15:09:48,Phone,Cancelled
2568,ORD00002568,79,PRD-0019,1,780,2025-06-05 04:34:00,2025-06-08 04:34:00,2025-06-19 04:34:00,Phone,Pending
2569,ORD00002569,716,PRD-0005,2,974,2023-01-01 09:16:27,2023-01-02 09:16:27,2023-01-10 09:16:27,Phone,Pending
2570,ORD00002570,49,PRD-0017,4,1822,2023-02-15 19:10:35,2023-02-16 19:10:35,2023-02-20 19:10:35,Web,Cancelled
2571,ORD00002571,4,PRD-0002,3,1864,2023-12-23 13:36:48,2023-12-24 13:36:48,2024-01-06 13:36:48,Phone,Pending
2572,ORD00002572,557,PRD-0028,3,1341,2022-01-09 11:03:52,2022-01-13 11:03:52,2022-01-25 11:03:52,Store,Returned
2573,ORD00002573,45,PRD-0022,1,842,2022-04-10 13:54:07,2022-04-12 13:54:07,2022-04-21 13:54:07,Web,Cancelled
2574,ORD00002574,276,PRD-0017,4,408,2024-01-17 22:53:42,2024-01-21 22:53:42,2024-01-25 22:53:42,Web,Cancelled
2575,ORD00002575,724,PRD-0007,2,953,2025-02-23 15:43:11,2025-02-27 15:43:11,2025-03-04 15:43:11,Phone,Returned
2576,ORD00002576,362,PRD-0002,3,434,2020-03-16 18:32:15,2020-03-20 18:32:15,2020-04-01 18:32:15,Phone,Delivered
2577,ORD00002577,392,PRD-0011,2,1498,2021-03-06 15:13:23,2021-03-08 15:13:23,2021-03-19 15:13:23,Web,Returned
2578,ORD00002578,698,PRD-0011,2,672,2020-12-25 00:28:54,2020-12-29 00:28:54,2021-01-05 00:28:54,Store,Pending
2579,ORD00002579,289,PRD-0021,1,462,2025-10-10 10:46:02,2025-10-12 10:46:02,2025-10-19 10:46:02,Web,Cancelled
2580,ORD00002580,142,PRD-0002,3,1782,2024-06-08 12:14:36,2024-06-10 12:14:36,2024-06-13 12:14:36,Phone,Cancelled
2581,ORD00002581,665,PRD-0015,4,1009,2020-03-26 17:03:44,2020-03-27 17:03:44,2020-04-06 17:03:44,Store,Pending
2582,ORD00002582,550,PRD-0018,2,349,2024-09-30 04:52:31,2024-10-04 04:52:31,2024-10-14 04:52:31,Phone,Returned
2583,ORD00002583,351,PRD-0002,1,1221,2021-03-09 01:50:53,2021-03-12 01:50:53,2021-03-16 01:50:53,Web,Cancelled
2584,ORD00002584,685,PRD-0023,3,544,2022-05-03 11:09:36,2022-05-04 11:09:36,2022-05-08 11:09:36,Store,Cancelled
2585,ORD00002585,609,PRD-0016,3,1788,2021-09-06 18:32:45,2021-09-10 18:32:45,2021-09-16 18:32:45,Web,Pending
2586,ORD00002586,398,PRD-0017,2,1367,2021-12-05 00:58:42,2021-12-07 00:58:42,2021-12-10 00:58:42,Web,Cancelled
2587,ORD00002587,600,PRD-0022,2,442,2024-08-14 13:22:39,2024-08-18 13:22:39,2024-08-29 13:22:39,Store,Returned
2588,ORD00002588,506,PRD-0027,2,1387,2022-11-05 12:23:59,2022-11-06 12:23:59,2022-11-10 12:23:59,Phone,Returned
2589,ORD00002589,231,PRD-0003,4,1074,2025-05-22 21:59:22,2025-05-25 21:59:22,2025-05-28 21:59:22,Store,Returned
2590,ORD00002590,704,PRD-0003,2,1167,2020-03-04 08:15:40,2020-03-06 08:15:40,2020-03-15 08:15:40,Web,Delivered
2591,ORD00002591,42,PRD-0017,1,651,2024-03-25 10:44:11,2024-03-27 10:44:11,2024-04-06 10:44:11,Phone,Returned
2592,ORD00002592,182,PRD-0011,3,355,2020-07-28 17:13:19,2020-07-30 17:13:19,2020-08-05 17:13:19,Phone,Pending
2593,ORD00002593,466,PRD-0012,4,743,2025-03-22 07:44:21,2025-03-25 07:44:21,2025-03-31 07:44:21,Phone,Returned
2594,ORD00002594,618,PRD-0029,4,1803,2024-02-09 08:35:01,2024-02-11 08:35:01,2024-02-19 08:35:01,Phone,Delivered
2595,ORD00002595,501,PRD-0021,1,916,2022-11-13 13:50:42,2022-11-17 13:50:42,2022-11-25 13:50:42,Store,Returned
2596,ORD00002596,716,PRD-0027,2,415,2020-08-17 13:13:21,2020-08-20 13:13:21,2020-08-29 13:13:21,Store,Pending
2597,ORD00002597,185,PRD-0009,3,1924,2023-02-22 07:49:59,2023-02-25 07:49:59,2023-03-04 07:49:59,Web,Returned
2598,ORD00002598,491,PRD-0008,3,490,2020-07-01 04:09:23,2020-07-03 04:09:23,2020-07-13 04:09:23,Store,Cancelled
2599,ORD00002599,283,PRD-0003,3,990,2020-03-26 10:55:50,2020-03-29 10:55:50,2020-04-11 10:55:50,Store,Delivered
2600,ORD00002600,725,PRD-0001,1,1072,2022-08-15 14:31:27,2022-08-19 14:31:27,2022-08-30 14:31:27,Phone,Pending
2601,ORD00002601,3,PRD-0006,3,464,2025-10-26 07:02:23,2025-10-29 07:02:23,2025-11-05 07:02:23,Phone,Pending
2602,ORD00002602,109,PRD-0013,3,1945,2024-07-10 09:08:46,2024-07-14 09:08:46,2024-07-19 09:08:46,Store,Cancelled
2603,ORD00002603,617,PRD-0001,4,1391,2024-06-08 00:33:27,2024-06-10 00:33:27,2024-06-17 00:33:27,Store,Delivered
2604,ORD00002604,703,PRD-0025,1,1312,2024-08-19 18:45:38,2024-08-20 18:45:38,2024-08-29 18:45:38,Phone,Returned
2605,ORD00002605,209,PRD-0017,2,1937,2020-12-04 03:07:18,2020-12-08 03:07:18,2020-12-11 03:07:18,Web,Cancelled
2606,ORD00002606,236,PRD-0014,4,1723,2022-07-21 13:46:53,2022-07-23 13:46:53,2022-07-30 13:46:53,Web,Returned
2607,ORD00002607,163,PRD-0029,1,1089,2022-07-20 15:40:16,2022-07-21 15:40:16,2022-08-03 15:40:16,Phone,Cancelled
2608,ORD00002608,27,PRD-0020,2,621,2020-09-02 20:27:15,2020-09-06 20:27:15,2020-09-10 20:27:15,Store,Pending
2609,ORD00002609,698,PRD-0029,2,1355,2022-07-01 03:49:26,2022-07-05 03:49:26,2022-07-18 03:49:26,Store,Cancelled
2610,ORD00002610,666,PRD-0002,3,1836,2024-07-22 20:38:01,2024-07-23 20:38:01,2024-08-02 20:38:01,Store,Cancelled
2611,ORD00002611,51,PRD-0022,3,539,2023-07-02 05:18:53,2023-07-06 05:18:53,2023-07-12 05:18:53,Store,Pending
2612,ORD00002612,268,PRD-0012,4,885,2020-05-03 14:16:05,2020-05-07 14:16:05,2020-05-11 14:16:05,Phone,Delivered
2613,ORD00002613,541,PRD-0027,3,591,2021-02-08 22:03:24,2021-02-09 22:03:24,2021-02-22 22:03:24,Store,Delivered
2614,ORD00002614,279,PRD-0013,1,370,2024-06-19 14:55:45,2024-06-21 14:55:45,2024-07-02 14:55:45,Store,Pending
2615,ORD00002615,351,PRD-0012,3,1633,2023-04-09 13:00:43,2023-04-12 13:00:43,2023-04-19 13:00:43,Store,Delivered
2616,ORD00002616,656,PRD-0025,1,1142,2021-06-29 13:13:37,2021-07-03 13:13:37,2021-07-12 13:13:37,Web,Returned
2617,ORD00002617,195,PRD-0015,3,570,2025-05-10 03:47:33,2025-05-12 03:47:33,2025-05-19 03:47:33,Web,Pending
2618,ORD00002618,165,PRD-0028,3,337,2022-03-07 21:25:54,2022-03-11 21:25:54,2022-03-22 21:25:54,Store,Returned
2619,ORD00002619,106,PRD-0017,1,1607,2021-02-09 00:25:07,2021-02-12 00:25:07,2021-02-15 00:25:07,Phone,Returned
2620,ORD00002620,264,PRD-0018,3,629,2020-12-05 10:43:29,2020-12-07 10:43:29,2020-12-12 10:43:29,Web,Cancelled
2621,ORD00002621,362,PRD-0009,2,960,2024-03-10 04:55:35,2024-03-11 04:55:35,2024-03-21 04:55:35,Store,Pending
2622,ORD00002622,194,PRD-0002,4,1845,2023-03-26 02:19:00,2023-03-29 02:19:00,2023-04-01 02:19:00,Phone,Pending
2623,ORD00002623,8,PRD-0026,2,346,2025-03-03 09:25:19,2025-03-07 09:25:19,2025-03-11 09:25:19,Web,Pending
2624,ORD00002624,109,PRD-0025,4,1655,2023-01-14 13:57:55,2023-01-18 13:57:55,2023-01-30 13:57:55,Phone,Delivered
2625,ORD00002625,503,PRD-0003,4,1538,2020-07-08 04:22:45,2020-07-12 04:22:45,2020-07-19 04:22:45,Web,Returned
2626,ORD00002626,285,PRD-0024,4,1001,2023-03-15 20:39:22,2023-03-17 20:39:22,2023-03-27 20:39:22,Web,Delivered
2627,ORD00002627,157,PRD-0012,3,1303,2021-12-12 04:05:45,2021-12-13 04:05:45,2021-12-16 04:05:45,Web,Pending
2628,ORD00002628,71,PRD-0002,3,907,2022-04-17 06:51:23,2022-04-20 06:51:23,2022-04-23 06:51:23,Store,Pending
2629,ORD00002629,605,PRD-0005,1,600,2021-11-18 11:25:56,2021-11-20 11:25:56,2021-12-01 11:25:56,Store,Delivered
2630,ORD00002630,100,PRD-0002,2,299,2021-09-16 01:11:10,2021-09-19 01:11:10,2021-09-27 01:11:10,Phone,Returned
2631,ORD00002631,644,PRD-0003,2,794,2023-08-27 04:07:33,2023-08-30 04:07:33,2023-09-04 04:07:33,Store,Cancelled
2632,ORD00002632,502,PRD-0009,1,1306,2024-08-10 21:42:47,2024-08-14 21:42:47,2024-08-25 21:42:47,Store,Delivered
